SquareFootage,NumBathrooms,NumBedrooms,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,Price
792.58,1.0,4,39.59,4.94,14.98,2.07,99.9,1.11,3.55,2.91,1.27,276114.303
805.92,2.02320994,5,48.26,7.63,33.74,19.21,85.36,2.07,7.07,6.61,8.53,381701.4755
623.86,3.012418591,3,17.15,6.41,24.32,12.96,89.79,1.17,7.55,5.73,6.05,419966.6879
681.06,2.953181603,1,13.18,6.34,6.5,39.18,94.38,0.75,5.3,4.22,9.81,167155.3782
1617.38,1.0,2,77.41,3.49,17.79,8.47,91.88,1.95,3.74,8.13,7.71,412440.005
1594.84,3.453196124,3,51.53,7.63,29.47,1.15,92.22,0.42,4.72,8.64,8.31,418571.6063
1842.17,2.913336189,4,56.05,10.0,19.25,13.22,94.19,1.6,5.76,2.53,7.11,748256.0279
1264.62,3.34515454,4,49.7,8.97,7.31,19.74,93.91,0.72,3.73,8.91,7.8,502126.3337
550.0,1.515961278,4,31.96,5.51,21.36,11.46,94.35,1.85,6.21,2.66,7.84,249029.7925
550.0,2.353794177,3,51.56,8.12,110.66,24.62,96.84,0.75,2.71,3.69,4.91,186836.4341
1999.12,1.667224541,2,65.74,5.03,11.6,28.31,96.0,1.88,4.39,6.03,4.94,410850.8706
1789.94,1.0,2,44.43,4.87,93.96,25.18,83.84,1.88,1.99,3.36,3.9,100671.6346
1838.25,3.45807642,2,26.82,6.21,4.07,6.61,83.16,1.4,7.46,8.5,3.71,354930.9638
550.0,1.0,2,25.03,8.09,83.26,11.71,99.9,1.81,2.27,5.72,4.77,179621.2942
1223.42,4.592264307,3,28.1,6.95,76.46,8.35,94.99,2.3,3.98,5.13,5.38,452860.6654
1120.47,2.610455597,4,25.07,6.27,7.89,6.38,94.42,0.5,6.45,6.91,4.68,580954.2869
550.0,1.945894495,5,23.23,5.67,64.0,14.44,99.9,2.36,2.92,6.99,4.84,347052.8596
1460.59,1.631921292,4,35.94,6.44,29.68,20.99,81.23,1.95,5.32,7.09,6.4,362365.8074
787.09,3.950754937,3,12.78,10.0,1.65,6.05,99.9,1.44,5.46,7.61,9.31,498591.0251
1345.29,2.257312976,4,46.43,10.0,64.55,24.45,95.33,1.93,6.83,10.0,9.03,342763.2987
1074.68,1.434169824,2,38.25,4.82,19.45,14.82,85.62,2.06,4.98,6.03,6.22,127841.1119
2241.44,1.442875974,2,32.68,7.01,40.78,20.56,85.36,2.14,3.6,10.0,8.71,332765.5843
956.73,2.804388006,4,7.56,9.87,25.82,11.36,94.44,0.53,6.42,3.5,4.6,368139.5903
617.7,1.357642139,2,51.47,3.81,77.58,22.41,91.94,0.97,4.86,1.67,3.7,172426.9023
1013.37,3.631592588,3,9.15,9.39,64.02,11.07,90.67,1.51,6.17,6.18,5.23,225923.8101
1004.55,1.952284952,3,4.07,8.66,18.75,21.64,97.75,0.19,4.71,7.22,5.63,288943.0812
660.3,2.697743385,3,18.93,7.33,64.21,15.34,93.67,1.68,7.16,6.75,6.37,238031.5034
1036.74,2.751349972,5,36.4,8.78,9.12,10.75,96.11,1.35,3.95,6.95,8.12,431806.1057
778.54,2.993726513,3,25.78,5.78,108.38,0.79,93.43,1.56,6.04,2.33,7.18,363985.391
1412.1,1.503920906,3,44.88,6.25,52.27,8.39,97.78,1.75,7.36,5.41,6.2,468592.981
955.04,1.0,4,33.79,9.61,57.45,3.51,90.13,1.51,8.35,2.72,4.33,280525.7092
1102.93,3.920557311,4,36.55,8.65,50.69,8.77,99.9,1.43,5.88,8.93,7.22,736758.1445
1174.4,4.073828058,4,30.65,10.0,2.22,8.94,99.9,0.7,6.26,9.65,6.73,426977.423
1791.41,1.0,5,45.68,7.49,80.21,11.7,93.87,1.84,5.24,7.56,5.44,282835.0753
550.0,1.0,4,62.76,7.37,25.23,23.98,99.9,0.96,3.04,2.51,6.72,152349.6387
984.56,1.0,2,39.41,4.58,44.69,20.31,91.91,1.89,5.28,3.36,3.0,109675.7564
592.36,1.0,4,29.77,6.48,10.24,16.98,96.69,0.92,5.49,4.37,5.98,339157.0087
1649.83,2.09443974,3,27.17,9.57,5.21,9.93,99.74,1.46,5.48,4.36,9.15,453381.6964
550.0,2.036535458,3,63.65,6.55,53.06,18.97,94.15,2.55,5.23,5.77,4.05,317819.7604
984.42,1.0,4,37.17,7.93,32.14,26.94,84.25,2.33,3.87,4.69,7.42,172227.7567
1547.53,1.599636463,3,24.62,7.69,15.39,10.86,96.96,1.86,8.18,9.89,7.16,699531.7831
550.0,1.0,2,30.23,4.48,65.4,9.5,89.82,1.88,1.57,8.97,6.27,96293.02236
1017.91,3.672769735,2,9.07,5.13,51.09,1.42,89.52,1.65,2.69,6.91,7.19,271239.7578
723.38,1.522652832,3,46.25,4.16,95.04,29.49,82.34,1.32,4.53,4.82,7.21,101198.7549
1035.15,2.299867822,6,48.99,9.75,20.21,12.98,93.55,2.42,8.38,8.83,7.37,468264.3781
915.54,3.231895691,4,13.59,6.79,3.98,13.75,88.11,1.39,6.11,9.67,8.79,562084.7515
1152.07,1.427601103,2,6.0,5.43,14.4,20.6,80.85,1.61,4.1,6.18,4.73,172170.5016
550.0,1.470704732,3,43.56,4.62,42.69,19.64,90.84,2.5,4.13,10.0,4.32,130804.6513
550.0,1.463550028,3,10.85,6.67,26.84,5.33,97.8,1.46,6.01,6.14,6.31,288967.6594
1034.69,1.0,1,34.97,3.51,153.65,8.53,98.7,1.76,4.19,6.7,5.1,115497.4784
883.97,1.0,2,7.66,7.23,56.24,25.46,88.03,2.23,2.27,9.24,7.83,122075.175
1294.53,2.507633065,1,49.3,4.21,52.53,25.0,99.9,1.61,2.77,7.23,3.83,151921.942
1148.7,2.345857002,4,3.27,6.58,100.13,28.76,93.35,1.49,3.98,5.77,5.46,214983.3516
901.44,1.085586462,5,8.35,6.97,37.68,4.83,92.71,2.44,3.77,5.5,5.22,417763.8683
550.0,2.369668483,3,54.04,4.13,67.76,6.4,92.64,1.58,5.83,5.31,7.18,347849.6113
550.0,1.617542749,5,34.45,6.97,8.19,5.6,96.08,1.46,5.69,6.92,7.26,382171.5594
822.89,2.861982449,2,44.97,4.91,111.8,23.55,95.37,1.27,6.2,10.0,8.55,363679.9014
1092.84,3.073405996,3,25.6,5.73,42.65,28.11,90.72,1.0,4.21,0.8,6.59,251127.5689
678.06,2.548304236,2,38.64,4.38,27.09,3.41,87.95,0.93,4.83,7.17,7.37,169416.882
1722.27,1.0,3,10.11,10.0,64.29,19.77,96.03,1.53,5.26,3.43,6.48,257522.3403
550.0,2.141939453,3,52.7,5.15,70.94,3.11,90.32,1.36,0.93,1.12,3.05,103129.133
1538.81,4.731176421,2,17.4,8.12,42.38,13.5,96.73,1.55,7.22,9.12,8.4,314442.0345
938.79,2.353765041,3,21.43,5.71,23.95,20.49,98.0,1.35,2.61,6.79,9.58,387762.1979
854.94,1.0,2,59.28,5.82,108.06,29.19,83.57,1.66,4.88,4.63,6.77,126907.9817
760.79,1.447408635,3,19.17,6.73,2.98,20.13,99.9,0.71,4.49,9.45,8.48,257495.1117
1500.21,1.384003857,4,78.98,1.94,23.18,6.1,83.82,0.79,2.14,7.25,4.61,178033.013
735.91,1.0,3,17.49,2.6,41.07,34.62,93.71,1.44,2.69,1.51,3.88,207001.6902
974.62,1.0,3,0.56,9.53,14.19,15.75,96.06,1.74,8.12,8.01,7.54,319396.2929
1140.39,1.0,3,16.33,5.77,70.95,4.32,91.62,1.42,1.3,9.28,10.0,218757.1645
1551.69,4.177369397,4,37.62,8.25,33.29,6.53,94.18,1.56,7.01,8.95,9.46,501300.8343
550.0,1.259907135,3,39.15,5.69,11.49,19.14,93.33,1.13,2.68,8.52,7.67,122464.2327
550.0,1.0,2,52.1,4.0,2.07,4.46,89.18,1.74,2.32,9.62,4.76,197631.161
958.81,1.402526547,2,32.08,6.28,37.9,12.61,83.23,1.36,3.58,10.0,10.0,189735.9028
996.4,1.940155168,2,34.75,4.75,121.06,36.63,83.16,1.49,2.25,5.84,7.73,252206.3363
550.0,3.816994828,2,11.88,7.59,6.17,22.57,84.03,1.66,5.38,4.49,2.97,211071.0095
699.69,2.699788093,2,46.33,6.81,86.44,5.96,94.07,1.58,2.14,0.27,4.32,108832.5773
550.0,3.026506276,3,3.82,9.5,21.19,2.59,99.9,0.96,5.9,8.17,7.13,396697.5594
1670.63,1.52994186,2,40.71,7.0,3.01,3.86,92.99,1.46,5.58,1.75,4.85,351693.9419
1080.39,2.337881208,3,25.09,5.92,22.17,25.15,96.09,0.8,3.87,3.86,4.9,217778.2459
969.5,4.300159823,3,6.17,9.31,24.19,11.43,97.67,1.12,7.01,6.0,6.99,497905.6963
1537.35,2.102780604,3,20.39,7.57,34.3,1.79,91.74,1.24,5.98,6.01,5.46,271185.4808
1290.08,3.25108953,3,40.42,6.71,69.25,35.93,86.9,0.82,5.49,2.64,4.24,430986.6528
1184.55,1.892694014,3,14.94,5.43,28.05,46.05,97.5,1.44,4.3,8.59,6.35,251064.3973
550.0,2.412895416,4,19.0,7.73,37.11,2.67,99.9,1.34,5.21,4.76,5.86,230680.7247
1247.06,3.505193999,2,17.85,7.45,144.12,8.3,90.88,1.76,5.49,5.12,6.95,444298.2849
550.0,1.055519184,2,5.47,5.73,18.44,10.86,95.68,1.2,3.05,8.81,9.62,111897.733
1033.49,2.715878248,3,37.44,5.75,45.38,25.52,95.1,0.37,4.73,4.08,3.51,279867.7461
550.0,2.14279479,4,16.52,9.84,59.07,26.55,99.9,0.89,6.06,9.1,7.3,254020.7906
945.11,3.420269913,2,19.51,6.7,15.62,9.86,95.08,1.89,3.91,3.24,6.45,214647.8654
1317.76,4.223915819,4,48.61,8.49,47.21,7.88,98.38,1.96,7.25,9.23,6.8,326653.7474
550.0,3.598538832,2,19.08,6.45,66.33,11.86,92.68,1.68,4.09,4.77,5.42,168127.408
1093.75,1.197647935,2,20.56,7.57,44.17,29.92,99.9,0.6,5.24,4.75,4.0,244814.255
1940.29,3.219858113,4,61.26,7.0,37.89,19.52,87.32,1.44,3.66,6.69,7.46,682875.7818
789.27,2.664533798,3,58.5,10.0,27.45,7.97,95.13,1.3,8.73,7.4,6.7,308251.633
1283.06,1.578836827,3,51.64,8.06,50.41,5.6,91.4,1.94,4.63,5.25,6.58,214391.3055
550.0,3.069112702,3,19.36,7.51,34.74,1.94,95.16,1.86,4.0,5.02,6.47,459398.3591
769.45,3.163201336,2,30.9,3.44,44.19,18.28,99.09,2.44,5.54,2.16,5.54,215967.2741
550.0,1.719618789,3,12.75,5.9,19.46,7.21,96.15,1.19,2.4,9.43,5.75,123248.2187
1463.68,1.326067674,3,14.2,7.72,25.46,13.29,88.65,1.67,7.32,7.59,6.89,340195.1566
620.16,2.72756195,3,17.78,7.89,25.41,21.63,94.77,1.84,8.31,8.74,4.86,366320.0461
820.98,1.531538845,5,5.74,10.0,79.73,7.36,94.05,2.87,6.43,9.05,8.96,313402.4745
1142.69,1.530547627,3,33.77,8.11,45.29,15.37,92.45,1.45,4.47,5.75,7.56,263726.3798
550.0,1.0,3,48.13,5.63,81.83,25.94,85.44,2.31,5.12,0.68,4.28,153653.6431
1161.71,4.002728863,3,0.81,10.0,74.0,19.17,91.74,0.81,8.0,6.79,2.9,266132.3364
1074.5,2.701830971,3,45.71,8.75,30.13,34.37,95.74,1.41,6.32,8.37,5.9,479105.0217
931.9,2.611440375,3,14.69,6.3,63.44,24.37,90.94,0.96,1.98,4.53,5.12,218627.8816
1578.44,2.716587371,2,22.33,9.38,13.24,14.24,98.64,0.99,5.38,3.04,5.43,346232.2238
1191.4,3.374912851,3,33.34,7.99,91.45,15.38,99.29,1.09,5.67,9.53,6.94,469454.3563
1772.98,1.670990353,3,38.5,7.83,57.86,7.52,94.55,1.54,3.9,10.0,10.0,304463.4501
1171.46,1.198509252,3,23.59,3.08,38.31,14.56,91.04,1.27,2.69,5.95,6.85,96581.15482
1421.46,3.54475307,3,14.46,7.26,61.86,33.12,96.1,2.28,5.65,8.2,6.81,339524.9233
1453.47,2.822587689,2,14.66,4.12,62.96,0.76,92.67,0.87,7.41,4.34,7.8,416873.8237
830.87,1.0,3,34.28,8.06,50.18,26.37,96.39,2.02,6.66,10.0,8.65,226312.606
1179.79,1.753050677,3,33.95,8.67,66.06,1.61,99.73,1.18,7.78,7.88,9.04,332189.1019
550.0,2.343682057,4,18.01,7.72,86.92,10.32,96.12,2.4,3.31,9.0,5.29,155541.194
1027.03,1.884952055,3,19.8,3.62,21.5,31.48,99.9,1.77,7.96,5.34,7.17,183672.6861
1723.02,2.264268725,3,15.1,7.01,89.55,6.6,89.72,0.75,5.0,6.15,7.07,287045.0396
843.49,1.0,3,30.17,5.42,20.03,10.44,91.92,1.79,3.97,5.35,6.0,174720.5016
981.54,2.894196277,2,11.37,6.1,62.37,13.38,95.62,1.15,4.96,4.68,4.95,352291.6793
774.79,1.0,2,27.19,7.55,25.05,16.03,92.24,1.74,5.08,5.27,4.65,150955.8344
1401.47,1.520796391,3,23.41,7.02,80.21,12.3,98.99,1.68,3.25,3.97,5.37,277499.6342
644.91,1.315040488,1,4.74,5.38,38.89,26.5,96.5,2.41,0.25,5.74,8.16,176480.6397
755.0,1.925562331,4,7.79,8.01,28.54,13.8,86.16,0.76,4.49,5.5,5.95,319705.9149
1814.66,1.98156814,5,36.34,9.72,14.37,18.72,90.0,1.28,5.47,6.83,3.23,553379.1957
2727.04,3.511151829,4,25.21,9.69,21.49,3.79,95.97,0.46,4.89,2.34,3.81,600335.1548
550.0,1.295570261,2,75.51,5.51,5.05,11.81,94.83,1.72,1.89,9.07,7.66,147760.8634
1044.43,1.0,3,15.89,7.26,35.66,15.53,97.68,1.89,2.17,2.11,2.36,145942.1369
1644.34,3.604722135,2,25.55,5.92,6.92,2.78,99.9,0.98,5.24,6.41,8.78,479518.6635
1117.95,2.118546351,3,11.89,9.35,12.49,4.12,99.9,2.39,6.45,6.38,2.52,439672.1542
879.16,3.371174749,4,59.77,8.25,59.29,5.6,94.33,1.99,6.62,10.0,6.99,425692.9945
740.51,1.47468566,2,25.98,4.84,73.79,8.44,94.6,1.42,4.12,7.24,8.78,203691.3864
1078.54,2.194071901,4,35.41,9.75,17.15,3.12,96.55,1.28,6.11,6.77,4.27,280964.1246
1723.34,1.0,3,4.17,7.63,8.56,4.39,97.9,1.48,4.4,8.97,7.21,322452.2104
738.56,1.935606666,3,9.32,6.36,34.11,24.19,98.25,2.1,5.69,9.38,5.77,313945.7134
944.66,1.0,3,30.02,8.06,14.57,11.03,94.92,2.07,2.49,4.1,6.34,137536.1443
550.0,2.899609492,2,5.94,7.77,73.39,28.17,96.21,1.49,5.49,4.45,6.03,167488.2899
550.0,1.341049748,5,9.24,5.36,61.05,2.72,95.47,1.52,5.59,7.41,4.99,266952.8137
1072.97,1.198938557,2,31.76,8.02,7.62,11.45,93.24,1.48,4.53,6.62,9.94,151940.0427
573.23,2.596791004,2,60.39,7.2,60.67,30.56,99.9,0.9,4.07,5.0,3.99,112541.3418
1653.71,1.696421635,2,23.44,8.39,62.96,39.91,87.56,1.73,6.9,3.36,4.34,356183.7097
1939.46,3.73745919,4,13.31,7.65,28.38,36.21,91.81,1.08,4.95,7.5,6.18,704512.7722
1328.2,1.973600299,3,2.56,5.41,97.62,19.17,88.05,1.88,6.47,6.56,6.0,228448.203
888.61,1.504518741,4,8.0,7.18,74.05,23.33,93.08,2.03,7.41,7.05,7.21,326809.4335
1264.65,2.306745621,3,34.81,3.36,36.49,5.54,89.65,0.92,6.26,6.43,6.16,371066.234
670.91,3.609313539,3,52.86,6.03,48.79,11.78,93.76,1.84,3.53,10.0,9.93,471721.7656
550.0,1.445836044,3,52.51,3.55,18.21,42.24,96.62,1.87,3.69,5.77,5.34,191719.6633
550.0,2.771258121,2,17.39,6.32,65.28,2.02,99.9,1.29,6.15,3.12,7.24,168395.9918
550.0,1.0,2,42.22,6.28,72.57,20.89,89.07,2.57,4.23,3.91,5.08,195361.7896
1261.2,1.12703411,5,22.1,9.06,84.25,23.04,98.0,0.95,3.69,5.03,5.52,315392.5697
1561.19,3.092382168,1,31.38,6.13,17.27,16.28,99.9,1.33,7.27,6.81,9.14,344119.292
682.33,2.560177514,2,15.61,8.32,2.79,9.66,96.32,1.81,5.17,1.98,8.74,110864.4095
884.98,2.523608028,3,16.42,5.41,31.02,3.0,93.78,1.31,3.08,7.68,7.31,250071.3973
991.63,2.146279342,3,66.92,10.0,53.67,11.62,85.1,0.53,4.98,7.31,8.21,250923.2967
1382.35,1.792992068,2,59.53,5.16,104.07,0.34,99.9,1.56,2.39,4.78,6.39,178338.1723
1524.55,1.174475552,3,74.57,5.15,26.92,23.95,94.68,1.04,6.16,4.95,6.09,245883.7511
757.7,2.438445708,2,20.76,9.81,56.33,7.18,99.47,1.37,4.15,4.63,4.78,244185.9054
891.51,2.524740113,5,1.57,7.53,51.09,27.83,97.3,1.26,3.85,6.31,7.28,403663.3192
776.67,2.645258722,4,68.04,6.81,101.03,41.73,91.15,2.16,4.4,6.68,10.0,279416.6081
688.57,2.301094907,3,5.13,6.85,91.73,5.44,90.46,1.76,2.42,4.67,6.83,245663.369
550.0,3.762071405,1,10.8,5.54,93.42,23.02,95.98,1.02,2.18,1.37,5.02,115802.4219
1269.76,4.197600663,3,57.27,6.62,42.51,4.98,96.55,0.89,4.73,4.26,5.63,541235.5038
820.88,3.547604471,2,19.75,7.46,10.35,4.79,97.95,1.7,6.13,7.26,7.41,349996.2652
1551.59,1.871758319,3,16.56,9.54,87.02,20.37,99.46,1.77,6.76,5.55,5.96,403389.7835
683.04,1.0,2,23.32,3.77,32.35,15.52,90.57,2.02,2.25,5.6,7.04,113969.9106
550.0,1.0,2,8.17,9.28,24.19,22.25,99.9,1.06,7.58,4.87,4.71,122909.3313
550.0,1.614249279,3,53.89,5.09,36.83,26.37,86.5,1.11,4.34,1.85,0.59,182212.9644
1256.37,1.918574239,1,26.85,2.7,85.62,32.84,88.46,2.35,2.86,5.92,3.47,107662.5961
1612.52,2.64965124,4,38.87,9.54,43.81,14.01,83.17,1.54,5.4,7.92,2.55,666148.7699
1101.4,4.054415105,3,21.31,9.28,14.27,16.85,99.9,1.59,7.39,7.68,7.41,611786.1264
1200.48,1.478432579,4,25.45,10.0,51.72,6.59,90.58,1.38,8.71,6.49,6.46,405318.1143
929.42,4.30010942,4,31.51,9.43,100.87,9.36,97.89,1.43,9.0,10.0,7.33,543138.2959
550.0,3.069548929,4,8.56,8.08,45.64,27.66,84.63,1.61,6.23,10.0,8.69,244754.6816
964.97,1.54603265,3,33.85,7.31,9.51,8.0,98.53,1.35,5.1,8.76,3.81,236584.1873
1478.67,3.079979329,4,62.68,8.26,20.5,1.38,91.03,1.25,7.07,10.0,8.61,445151.1716
1539.94,2.830258839,3,38.41,7.41,31.34,39.67,95.55,1.66,6.83,5.13,5.23,308897.155
550.0,1.707638175,4,28.31,6.26,21.72,14.53,98.91,1.43,2.39,1.28,4.89,274343.871
817.86,1.0,3,38.3,6.26,38.8,34.85,88.44,1.54,4.02,5.09,5.31,176915.476
550.0,1.719879074,1,66.35,5.58,43.84,9.31,86.44,0.96,0.68,3.91,7.53,165582.9574
550.0,4.72441073,5,68.03,6.2,65.19,27.93,87.57,2.06,4.18,8.08,10.0,288153.2503
1605.01,1.0,2,11.83,6.59,70.95,12.36,95.43,1.7,5.99,4.48,6.53,248909.1914
1523.17,2.209791231,4,57.21,7.65,90.32,11.07,98.38,1.39,5.91,1.47,3.17,295342.0273
824.59,1.983334829,3,24.56,6.82,87.15,9.38,87.69,2.31,4.3,5.1,7.03,164053.6481
650.11,2.29499134,3,54.51,6.24,59.94,10.25,91.52,1.73,5.48,5.98,8.25,173003.994
1782.66,1.387894684,3,40.28,3.65,31.29,32.99,86.93,2.2,1.57,7.19,5.58,536474.0456
550.0,3.977026028,5,9.27,9.5,35.55,29.66,94.17,1.97,4.63,5.94,7.8,286553.1414
1471.77,1.455270599,2,27.97,5.13,9.43,5.05,99.9,1.81,4.84,10.0,6.47,354867.3422
1394.47,3.616210489,3,45.53,6.78,15.34,1.5,96.11,1.26,5.45,8.41,8.97,494626.2819
1031.45,2.830530132,5,25.33,6.85,44.06,11.57,95.96,2.28,3.46,10.0,9.02,544573.6443
550.0,1.796173542,2,8.63,7.28,96.15,24.97,93.85,2.26,2.01,4.59,5.39,150830.2384
1402.17,1.722193844,2,10.71,8.02,67.77,27.66,99.9,1.88,6.12,6.4,8.05,392663.8886
1417.48,1.69118823,2,49.7,4.74,52.3,3.84,89.81,1.87,2.61,3.77,1.52,280418.7304
1089.88,2.218111901,3,29.62,7.1,53.27,0.91,97.11,1.81,5.34,5.99,7.09,383798.3606
740.88,1.0,1,17.79,5.04,13.34,33.31,85.77,1.82,2.96,4.2,2.18,133886.6698
891.59,1.936383662,2,0.3,5.8,8.43,11.99,99.9,1.25,6.12,9.17,5.86,322496.1499
1403.85,2.131656444,3,22.13,10.0,9.46,6.24,99.9,0.95,8.27,6.0,8.68,297382.5679
1517.74,1.93668056,4,13.21,9.11,33.58,13.73,99.77,1.02,10.0,5.12,3.21,379170.7105
550.0,1.0,2,30.58,4.14,39.77,29.33,97.35,2.48,3.79,7.99,4.21,260262.293
1206.11,1.0,3,40.39,7.68,35.12,8.83,94.14,1.21,3.89,3.26,6.49,343577.4217
708.12,1.0,4,41.58,8.02,34.8,6.29,99.9,1.72,7.63,6.11,6.12,283743.8872
889.66,3.073208589,2,17.91,6.41,37.31,29.56,99.79,1.62,2.5,8.72,4.81,193380.8159
682.2,1.0,3,7.85,6.3,29.74,15.17,86.76,0.92,1.73,2.94,3.79,134910.6406
1195.3,3.301027482,3,11.28,10.0,19.06,1.87,94.23,1.53,5.98,9.55,5.18,335547.5804
835.07,1.249329022,2,34.01,4.69,4.37,9.25,99.9,1.52,4.35,5.24,7.39,127557.7162
1431.8,1.0,4,56.36,7.24,38.63,12.03,94.78,0.32,5.21,7.34,5.21,241637.9918
1887.43,2.436197581,1,33.59,7.72,26.8,5.21,99.9,0.72,5.94,7.46,7.71,245250.8451
2076.37,3.244473908,4,27.11,7.4,67.45,1.32,92.52,0.62,7.4,7.34,6.74,810959.0851
550.0,2.763766948,3,30.25,4.92,93.89,1.79,99.9,1.51,5.71,2.42,3.64,285480.6974
1053.33,2.819525954,2,4.18,7.5,71.5,18.22,89.41,1.64,5.68,6.44,7.1,222404.4952
1061.82,3.234991459,4,16.42,9.66,20.78,1.4,90.93,2.35,7.13,7.17,3.77,407161.2967
1070.82,1.554854041,3,39.25,4.52,63.35,45.25,94.48,0.9,3.26,5.77,5.6,108684.8082
550.0,3.533675222,4,30.57,7.13,64.78,33.19,86.72,2.27,3.34,3.53,3.94,407233.324
550.0,1.200385725,3,36.83,7.51,57.32,20.71,93.03,0.82,2.67,4.12,4.37,166751.417
839.48,2.157531611,4,19.65,5.5,96.64,48.28,89.24,0.56,4.72,9.42,7.57,380664.6365
652.13,2.108468172,2,34.3,7.96,89.84,20.91,95.29,1.35,6.4,5.18,6.83,130151.0263
1389.37,2.153101064,3,84.35,8.12,83.67,14.19,91.07,1.12,8.61,7.23,5.31,333602.0722
601.34,2.332285227,3,57.11,7.2,66.24,30.2,91.39,1.06,6.83,3.86,5.69,250056.3135
550.0,1.889751455,4,33.44,5.68,43.79,13.87,92.55,0.75,3.96,1.83,6.73,161259.969
550.0,1.586888068,2,48.18,3.83,80.47,32.35,91.12,1.59,2.23,2.08,3.05,134264.7762
1522.53,2.090728194,2,7.08,5.87,28.2,11.06,93.24,1.74,2.49,2.54,3.7,414012.7775
550.0,1.0,2,20.81,4.92,72.23,26.47,87.61,1.95,0.36,8.22,5.55,149706.996
869.73,1.0,2,31.82,6.3,59.5,3.23,96.01,1.76,3.62,5.99,5.71,115019.541
550.0,2.83115968,3,11.06,6.27,32.93,6.57,88.19,1.83,4.73,7.25,4.9,233290.3505
1358.27,1.585226027,3,24.99,9.13,74.8,33.43,86.09,1.74,5.59,2.56,7.39,296219.1147
754.7,1.834227121,1,20.47,7.34,24.71,3.09,89.98,2.24,4.36,7.14,5.85,99338.70513
1367.63,2.772316639,2,41.83,7.59,18.4,7.33,94.34,1.12,7.64,0.56,3.59,454144.7834
1647.31,1.322820383,4,6.45,7.18,7.92,12.83,93.57,1.03,4.19,10.0,7.68,571526.5617
550.0,2.34173681,3,10.91,4.68,53.43,7.98,99.85,1.47,2.79,5.39,4.83,118420.3323
1732.87,2.089676032,3,58.97,8.36,5.7,18.48,89.32,1.43,5.06,7.36,8.57,329593.4904
904.54,1.0,1,5.45,7.75,38.78,47.52,90.29,1.93,3.95,4.59,5.64,106135.1287
1183.0,2.195319416,4,40.62,7.72,3.09,22.02,87.5,0.47,7.36,8.86,6.65,449529.6374
1787.89,3.736882889,4,21.09,10.0,50.93,10.82,95.8,2.03,7.98,9.58,6.02,493358.2648
869.91,1.0,4,7.45,8.59,60.35,28.28,98.79,1.19,3.34,6.21,6.34,415698.1237
1299.01,1.0,3,26.34,6.35,74.15,41.07,94.82,1.76,2.41,0.88,3.11,165322.2964
804.42,1.731522354,3,48.71,8.31,32.33,14.28,97.59,1.15,6.19,8.29,5.06,296317.4918
1133.97,2.366869759,2,12.98,5.94,16.14,10.42,92.23,1.68,4.88,5.39,4.21,291554.8425
1169.91,1.0,5,9.1,10.0,54.9,1.3,89.71,1.93,3.97,4.81,4.32,287671.3808
815.38,1.784138127,2,19.55,4.32,83.49,0.16,91.97,1.49,3.6,4.09,3.96,196709.0234
707.14,2.5238271,4,0.62,8.07,7.86,1.78,93.56,1.55,4.71,6.01,7.83,401829.2799
961.63,3.505338982,2,51.92,7.8,5.27,9.7,90.8,1.39,3.21,6.7,3.02,204872.0204
558.97,1.139538519,2,17.34,6.86,29.19,24.26,93.19,1.71,2.93,3.14,6.84,128107.9482
622.83,1.0,3,63.91,6.2,86.7,23.43,93.01,1.24,2.39,0.13,0.8,139838.0712
1505.14,1.748130616,3,36.62,7.67,60.84,27.63,99.9,1.87,7.87,10.0,10.0,265407.0054
863.07,1.869316883,2,27.63,5.02,13.01,40.23,99.87,1.59,3.29,3.28,7.13,98828.1106
691.05,1.0,5,39.52,7.33,21.72,14.61,87.69,0.87,4.76,6.55,5.24,356639.1253
1403.29,2.60421646,5,16.39,7.81,11.23,2.58,99.34,2.08,8.63,6.18,7.78,578788.0282
692.84,1.855488365,2,39.27,5.63,26.82,31.67,95.32,1.34,2.75,9.22,6.47,133864.1422
1434.98,1.0,3,26.86,7.24,39.91,23.04,91.12,1.0,3.99,1.74,0.76,272198.2958
1292.55,3.710544345,3,24.5,7.93,16.89,1.19,92.77,0.47,5.59,2.02,4.88,653098.2287
860.91,3.442318884,3,12.15,8.3,36.41,12.06,98.44,0.95,4.78,7.12,9.35,342611.5057
550.0,1.389053349,4,18.98,5.89,82.6,39.29,99.9,2.12,1.5,6.04,6.75,235613.132
577.84,1.0,2,57.77,6.81,12.64,3.54,98.07,1.42,3.71,2.05,5.85,116678.9211
2129.37,2.56223305,2,20.33,7.8,48.01,17.55,96.41,1.3,6.5,4.05,6.02,578321.3378
550.0,3.63608268,3,20.3,6.69,54.93,18.14,95.13,1.41,6.02,5.82,7.12,583594.3052
872.51,1.546485948,1,50.3,5.26,57.23,20.9,96.13,1.92,2.15,4.51,6.42,122975.5391
1267.94,2.557282278,5,31.16,8.24,60.93,15.49,94.4,1.29,7.26,9.28,7.15,717578.6979
1460.2,1.195630783,2,57.54,6.4,56.09,26.73,88.29,1.95,3.18,9.05,5.96,210296.1478
550.0,1.969267772,4,17.88,6.77,7.94,13.92,96.73,1.17,7.05,4.38,6.98,337640.8887
